SO;DN;INV;Posting Date;Due Date;Customer;Qty;UOM;Territory;Sales Term;Grand Total
SO05276;DN04434;INV03466;2012-12-18;2013-01-01;Karunia Jaya Bahagia 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.05
SO05270;DN04435;INV03467;2012-12-18;2012-12-18;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.19
SO05247;DN04436;INV03468;2012-12-18;2012-12-18;Mekar Jaya T. Balai 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05196;DN04433;INV03465;2012-12-18;2013-01-17;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 30 Day;20250001.30
SO05182;DN04432;INV03464;2012-12-18;2012-12-18;Rezeki Makmur T . Balai 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05269;DN04429;INV03461;2012-12-17;2012-12-17;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.19
SO05267;DN04427;INV03459;2012-12-17;2012-12-31;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500001.56
SO05254;DN04430;INV03462;2012-12-17;2012-12-17;Hartono Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19150000.09
SO05253;DN04428;INV03460;2012-12-17;2012-12-31;Maju Jaya Linsum 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750001.14
SO05252;DN04423;INV03455;2012-12-17;2012-12-31;Harapan Baru Simalungun 1;500;Sak;Sibatopasa;S Terms TOP 14 Day;21375001.81
SO05251;DN04425;INV03457;2012-12-17;2012-12-17;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21250001.86
SO05250;DN04424;INV03456;2012-12-17;2012-12-17;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21250001.86
SO05244;DN04412;INV03444;2012-12-17;2012-12-16;Pala Pintu Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000001.17
SO05242;DN04422;INV03454;2012-12-17;2012-12-31;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500001.56
SO05239;DN04415;INV03447;2012-12-17;2012-12-16;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750000.30
SO05237;DN04419;INV03451;2012-12-17;2012-12-16;Harapan Jaya Alfalah 1;500;Sak;Medan;S Terms CBD;20000001.17
SO05230;DN04421;INV03453;2012-12-17;2012-12-16;Hartono Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19150000.09
SO05227;DN04413;INV03445;2012-12-17;2012-12-16;Martimbul Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05222;DN04431;INV03463;2012-12-17;2012-12-17;Bangunan Sejati Medan 1;500;Sak;Medan;S Terms CBD;20000001.17
SO05221;DN04411;INV03443;2012-12-17;2012-12-16;Kalijati Binjai 1;500;Sak;Binlangkar;S Terms CBD;20500000.67
SO05195;DN04420;INV03452;2012-12-17;2013-01-17;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 30 Day;20250001.30
SO05139;DN04416;INV03448;2012-12-17;2012-12-31;Karunia Jaya Johor 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.44
SO05136-2;DN04426;INV03458;2012-12-17;2012-12-17;Desa Maju Polonia 1;500;Sak;Medan;S Terms CBD;20000001.17
SO05086;DN04414;INV03446;2012-12-17;2012-12-16;Berkat Perbaungan 1;500;Sak;Serkibata;DO Terms;19750000.30
SO05243;DN04410;INV03442;2012-12-15;2012-12-14;Aneka Delitua 1;500;Sak;Medan;S Terms CBD;20000001.17
SO05241;DN04407;INV03439;2012-12-15;2012-12-29;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500001.56
SO05240;DN04400;INV03432;2012-12-15;2012-12-14;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.19
SO05232;DN04399;INV03431;2012-12-15;2012-12-14;Tunas Family T. Balai 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05231;DN04403;INV03435;2012-12-15;2012-12-29;Putri Jaya Aek Kanopan 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750001.14
SO05229;DN04390;INV03422;2012-12-15;2012-12-14;Hartono Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19149998.19
SO05226;DN04408;INV03440;2012-12-15;2012-12-29;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.44
SO05223;DN04387;INV03420;2012-12-15;2012-12-29;Sigma Triple Block 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.44
SO05218;DN04401;INV03433;2012-12-15;2012-12-29;Fariz Dolok Batu Nanggar 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.44
SO05210;DN04409;INV03441;2012-12-15;2012-12-14;Sinar Jaya Perbaungan 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05202;DN04397;INV03429;2012-12-15;2012-12-14;Merbau Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000001.17
SO05200;DN04396;INV03428;2012-12-15;2012-12-14;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19750000.30
SO05199;DN04386;INV03419;2012-12-15;2012-12-14;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19750000.30
SO05192;DN04385;INV03418;2012-12-15;2012-12-14;Kembar Jaya Namorambe 1;500;Sak;Medan;S Terms CBD;20125001.04
SO05173;DN04406;INV03438;2012-12-15;2012-12-14;Usaha Makmur Laut dendang1;500;Sak;Medan;S Terms CBD;20000001.17
SO05154;DN04393;INV03425;2012-12-15;2012-12-14;Bangun Sari Batu Bara 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05153;DN04394;INV03426;2012-12-15;2012-12-14;Sejahterah Perdagangan 1;500;Sak;Serkibata;DO Terms;19000000.00
SO05147;DN04402;INV03434;2012-12-15;2012-12-29;Nawera Simalungun 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.44
SO05131;DN04395;INV03427;2012-12-15;2012-12-14;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650001.40
SO05108;DN04404;INV03436;2012-12-15;2012-12-29;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000001.17
SO05106;DN04389;INV03421;2012-12-15;2012-12-14;Saudara Jaya Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05105;DN04392;INV03424;2012-12-15;2012-12-14;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05104;DN04391;INV03423;2012-12-15;2012-12-14;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650000.07
SO05085;DN04398;INV03430;2012-12-15;2012-12-14;Berkat Perbaungan 1;500;Sak;Serkibata;DO Terms;19750000.30
SO05040;DN04405;INV03437;2012-12-15;2012-12-14;US Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000001.17
SO05219;DN04374;INV03407;2012-12-14;2012-12-13;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.19
SO05207;DN04377;INV03410;2012-12-14;2012-12-28;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500001.56
SO05206;DN04370;INV03391;2012-12-14;2012-12-13;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.19
SO05205;DN04369;INV03390;2012-12-14;2012-12-28;Raja Pas Bangunan Rantau Prapat 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21125000.38
SO05203;DN04376;INV03409;2012-12-14;2013-01-13;Maja Agung Galang 1;500;Sak;Tatemlukam;S Terms TOP 30 Day;20375000.77
SO05198;DN04384;INV03417;2012-12-14;2012-12-13;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19750000.30
SO05197;DN04383;INV03416;2012-12-14;2012-12-13;Bahagia Jaya By pass 1;500;Sak;Medan;S Terms CBD;20000001.17
SO05194;DN04382;INV03415;2012-12-14;2012-12-13;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750000.30
SO05193;DN04381;INV03414;2012-12-14;2012-12-28;Karya Vika Jaya Namorambe 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.44
SO05189;DN04360;INV03380;2012-12-14;2012-12-28;Tamba Jaya Bagan Batu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;22000000.56
SO05188;DN04380;INV03413;2012-12-14;2012-12-28;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125002.38
SO05183;DN04368;INV03389;2012-12-14;2012-12-13;Mino Jaya Tanjung Tiram 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05176;DN04366;INV03387;2012-12-14;2012-12-28;Karunia Jaya Bahagia 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.44
SO05175;DN04375;INV03408;2012-12-14;2012-12-13;Kalijati Binjai 1;500;Sak;Binlangkar;S Terms CBD;20500000.67
SO05174;DN04361;INV03381;2012-12-14;2013-01-04;Rizkinta Tanjung Morawa 1;500;Sak;Tatemlukam;S Terms TOP 21 Day;20250001.19
SO05170;DN04378;INV03411;2012-12-14;2012-12-28;Idola Jaya Johor 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.44
SO05162;DN04362;INV03382;2012-12-14;2012-12-13;Aneka Delitua 1;500;Sak;Medan;S Terms CBD;20000001.17
SO05161;DN04363;INV03383;2012-12-14;2012-12-13;SS Jaya Tanjung Anom 1;500;Sak;Medan;S Terms CBD;20000001.17
SO05160;DN04379;INV03412;2012-12-14;2013-01-04;Seljatama Binjai 1;500;Sak;Binlangkar;S Terms TOP 21 Day;20750000.71
SO05159;DN04364;INV03384;2012-12-14;2012-12-13;Sinar Jaya Perbaungan 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05157;DN04371;INV03394;2012-12-14;2012-12-13;Maju Jaya Tebing 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05143;DN04372;INV03402;2012-12-14;2012-12-28;Yoga Karunia Jaya Batangkuis 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20125000.44
SO05128;DN04367;INV03388;2012-12-14;2012-12-28;Abang Adek Pagurawan 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.44
SO05103;DN04373;INV03406;2012-12-14;2012-12-13;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650001.40
SO05191;DN04347;INV03367;2012-12-13;2012-12-13;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21250001.86
SO05190;DN04348;INV03368;2012-12-13;2012-12-12;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.19
SO05180;DN04359;INV03378;2012-12-13;2012-12-27;Maryam Talawi 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.44
SO05178;DN04341;INV03361;2012-12-13;2012-12-12;Dunia Co Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05177;DN04350;INV03370;2012-12-13;2012-12-27;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500001.56
SO05172;DN04332;INV03352;2012-12-13;2012-12-27;Harapan Baru Pangkalan Susu 1;500;Sak;Binlangkar;S Terms TOP 14 Day;21500001.56
SO05171;DN04343;INV03363;2012-12-13;2012-12-12;Linsa Pangururan 1;450;Sak;Sibatopasa;S Terms CBD;17325000.00
SO05169;DN04331;INV03351;2012-12-13;2012-12-27;Usaha Baru Damuli 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750001.14
SO05167;DN04356;INV03376;2012-12-13;2012-12-27;Mandiri Jaya Marendal 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.44
SO05166;DN04334;INV03354;2012-12-13;2012-12-12;Asbes Angsa Medan 1;500;Sak;Medan;S Terms CBD;20000001.17
SO05164;DN04336;INV03356;2012-12-13;2012-12-12;Permata Indah Patumbak 1;500;Sak;Medan;S Terms CBD;20000001.17
SO05163;DN04354;INV03374;2012-12-13;2012-12-12;Nanda Nindi Medan 1;500;Sak;Medan;S Terms CBD;20000001.17
SO05155;DN04344;INV03364;2012-12-13;2012-12-27;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.44
SO05151;DN04345;INV03365;2012-12-13;2012-12-12;Sinar Jaya T. Balai 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05150;DN04342;INV03362;2012-12-13;2012-12-27;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500001.56
SO05148;DN04352;INV03372;2012-12-13;2012-12-12;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000001.17
SO05146;DN04355;INV03375;2012-12-13;2012-12-12;Kalijati Binjai 1;500;Sak;Binlangkar;S Terms CBD;20500000.67
SO05145;DN04357;INV03377;2012-12-13;2012-12-12;Usaha Baru Batangkuis 1;500;Sak;Tatemlukam;S Terms CBD;20000001.17
SO05138;DN04346;INV03366;2012-12-13;2012-12-27;Sinar Jaya T. Balai 1;500;Sak;Serkibata;S Terms TOP 14 Day;21750001.06
SO05130;DN04358;INV03379;2012-12-13;2012-12-12;Sinar Makmur TJ Balai 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05129;DN04337;INV03357;2012-12-13;2012-12-12;Rezeki Makmur T . Balai 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05119;DN04333;INV03353;2012-12-13;2012-12-12;Kalijati Binjai 1;500;Sak;Binlangkar;S Terms CBD;20500000.67
SO05109;DN04349;INV03369;2012-12-13;2012-12-12;US Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000001.17
SO05107;DN04338;INV03358;2012-12-13;2012-12-12;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000001.17
SO05097;DN04353;INV03373;2012-12-13;2013-01-12;Berkat Grand Angrek 1;500;Sak;Medan;S Terms TOP 30 Day;20625001.69
SO05094;DN04335;INV03355;2012-12-13;2012-12-27;Perdana Jaya Air Batu 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.44
SO05087;DN04351;INV03371;2012-12-13;2012-12-12;Tetap Jaya Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05084;DN04339;INV03359;2012-12-13;2012-12-12;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650000.07
SO05056;DN04340;INV03360;2012-12-13;2012-12-12;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05168;DN04328;INV03348;2012-12-12;2012-12-12;Tio Jaya Mandiri Damuli 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750001.14
SO05149;DN04288;INV03308;2012-12-12;2012-12-26;Putri Jaya Aek Kanopan 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750000.16
SO05144;DN04330;INV03350;2012-12-12;2013-01-04;Maja Agung Galang 1;500;Sak;Tatemlukam;S Terms TOP 30 Day;20375000.77
SO05142;DN04276;INV03299;2012-12-12;2012-12-11;Romian Arta Samosir 1;300;Sak;Sibatopasa;S Terms CBD;11550000.00
SO05141;DN04256;INV03277;2012-12-12;2012-12-11;Romian Arta Samosir 1;300;Sak;Sibatopasa;S Terms CBD;11550000.00
SO05140;DN04236;INV03270;2012-12-12;2012-12-11;TAS Siantar 1;500;Sak;Sibatopasa;S Terms CBD;19250000.00
SO05137;DN04227;INV03249;2012-12-12;2012-12-11;Subur Sunggal 1;500;Sak;Medan;S Terms CBD;20000001.17
SO05135;DN04225;INV03247;2012-12-12;2012-12-11;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750000.30
SO05134;DN04226;INV03248;2012-12-12;2012-12-11;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750000.30
SO05133;DN04228;INV03250;2012-12-12;2013-01-11;Klumpang Jaya Klumpang 1;500;Sak;Medan;S Terms TOP 30 Day;20250001.30
SO05125;DN04329;INV03349;2012-12-12;2012-12-11;Cahaya Baru Sei Bulu 1;500;Sak;Serkibata;S Terms CBD;20000001.17
SO05123;DN04266;INV03290;2012-12-12;2012-12-26;Sahada Jaya Cikampak 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21750006.87
SO05122;DN04270;INV03293;2012-12-12;2012-12-26;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500001.56
