SO;DN;INV;Posting Date;Due Date;Customer;Qty;UOM;Territory;Sales Term;Grand Total
SO04565;DN03770;INV02803;2012-11-13;2012-11-27;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04555;DN03769;INV02802;2012-11-13;2012-11-27;Sunggal Block Medan 1;500;Sak;Medan;S Terms TOP 14 Day;20,250,000
SO04540;DN03767;INV02800;2012-11-13;2012-11-12;TAS Siantar 1;500;Sak;Sibatopasa;S Terms CBD;21,000,000
SO04520;DN03763;INV02796;2012-11-13;2012-11-12;Usaha Makmur Laut dendang1;500;Sak;Medan;S Terms CBD;20,000,000
SO04477;DN03766;INV02799;2012-11-13;2012-11-12;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04432;DN03768;INV02801;2012-11-13;2012-11-27;Berkat Grand Angrek 1;500;Sak;Medan;S Terms TOP 14 Day;20,500,000
SO04406;DN03762;INV02795;2012-11-13;2012-11-12;Sinar Jaya Perbaungan 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04605;DN03752;INV02785;2012-11-12;2012-11-11;Hartono Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19,150,000
SO04591;DN03755;INV02788;2012-11-12;2012-11-11;Saudara Jaya Kisaran 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04582;DN03754;INV02787;2012-11-12;2012-11-11;TAS Siantar 1;500;Sak;Sibatopasa;S Terms CBD;19,250,000
SO04560;DN03751;INV02784;2012-11-12;2012-11-11;Nanda Nindi Medan 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04559;DN03749;INV02782;2012-11-12;2012-11-11;Subur Baru Medan 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04553;DN03753;INV02786;2012-11-12;2012-12-12;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 30 Day;20,250,000
SO04551-1;DN03745;INV02778;2012-11-12;2012-11-11;SS Jaya Tanjung Anom 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04538;DN03735;INV02769;2012-11-12;2012-11-11;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21,500,000
SO04530;DN03747;INV02780-1;2012-11-12;2012-11-11;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20,000,000
SO04528;DN03741;INV02775-1;2012-11-12;2012-11-26;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04524;DN03750;INV02783-1;2012-11-12;2012-11-08;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19,750,000
SO04519;DN03736;INV02770;2012-11-12;2012-11-26;Laris Jaya Kota Pinang 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21,375,000
SO04501;DN03739;INV02773;2012-11-12;2012-11-28;Bangun Baru Perbaungan 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04500;DN03738;INV02772;2012-11-12;2012-11-11;Sinar Makmur TJ Balai 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04494;DN03737;INV02771;2012-11-12;2012-11-11;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21,000,000
SO04479;DN03748;INV02781;2012-11-12;2012-11-02;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19,650,000
SO04460-1;DN03740;INV02774;2012-11-12;2012-11-11;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20,000,000
SO04444;DN03746;INV02779;2012-11-12;2012-11-11;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04438;DN03742;INV02776;2012-11-12;2012-11-26;Reza Mas Bandar Tinggi 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04416-1;DN03744;INV02777;2012-11-12;2012-11-26;Berkat Grand Angrek 1;500;Sak;Medan;S Terms TOP 14 Day;20,500,000
SO04576;DN03734;INV02768;2012-11-10;2012-11-09;Linsa Pangururan 1;450;Sak;Sibatopasa;S Terms CBD;17,325,000
SO04569;DN03729;INV02763;2012-11-10;2012-11-09;Sinar Jaya Binjai 1;500;Sak;Binlangkar;S Terms CBD;20,250,000
SO04564;DN03730;INV02764;2012-11-10;2012-11-24;Rimbun Jaya T. Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04561;DN03721;INV02753;2012-11-10;2012-11-09;Hartono Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19,150,000
SO04554;DN03727;INV02761;2012-11-10;2012-11-24;Rudi Pancing 1;500;Sak;Medan;S Terms TOP 14 Day;20,125,000
SO04550;DN03696;INV02750;2012-11-10;2012-11-09;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19,750,000
SO04549;DN03724;INV02757;2012-11-10;2012-11-24;Mandiri Jaya Marendal 1;500;Sak;Medan;S Terms TOP 14 Day;20,125,000
SO04548;DN03699;INV02759;2012-11-10;2012-11-24;Karunia Jaya Johor 1;500;Sak;Medan;S Terms TOP 14 Day;20,125,000
SO04545;DN03690;INV02746;2012-11-10;2012-11-24;Alwi Rantau Selatan 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21,250,001
SO04539;DN03732;INV02766;2012-11-10;2012-11-24;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21,500,000
SO04537-1;DN03689;INV02693;2012-11-10;2012-11-09;Nirma Samosir 1;500;Sak;Sibatopasa;S Terms CBD;19,250,000
SO04531;DN03728;INV02762-1;2012-11-10;2012-11-09;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19,750,000
SO04523;DN03726;INV02760-1;2012-11-10;2012-11-08;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19,750,000
SO04522;DN03725;INV02758-1;2012-11-10;2012-11-09;Sinar Jaya Binjai 1;500;Sak;Binlangkar;S Terms CBD;20,250,000
SO04517;DN03733;INV02767;2012-11-10;2012-11-24;Maju Jaya Linsum 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20,750,000
SO04504;DN03693;INV02748;2012-11-10;2012-11-24;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04496;DN03720;INV02744;2012-11-10;2012-11-09;Ahuat Tanjung Leidong 1;500;Sak;Rapakoba;S Terms CBD;20,250,000
SO04490;DN03722;INV02754;2012-11-10;2012-11-24;Cahaya Mitra Abadi Marelan 1;500;Sak;Medan;S Terms TOP 14 Day;20,150,000
SO04486;DN03697;INV02751;2012-11-10;2012-11-09;Tiga Saudara Tebing 1;500;Sak;Serkibata;DO Terms;19,750,000
SO04481;DN03691;INV02694;2012-11-10;2012-11-24;Merbau Siantar 1;500;Sak;Sibatopasa;S Terms TOP 14 Day;20,125,000
SO04468;DN03700;INV02743;2012-11-10;2012-11-09;Maju Jaya Tebing 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04466;DN03723;INV02756;2012-11-10;2012-11-02;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19,650,002
SO04465;DN03692;INV02749;2012-11-10;2012-11-24;Nawera Simalungun 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04459-1;DN03698;INV02752;2012-11-10;2012-11-09;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20,000,000
SO04398;DN03731;INV02765;2012-11-10;2012-11-09;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04552;DN03717;INV02741;2012-11-09;2012-12-09;Klumpang Jaya Klumpang 1;500;Sak;Medan;S Terms TOP 30 Day;20,250,000
SO04544;DN03719;INV02742;2012-11-09;2012-11-23;Alwi Rantau Selatan 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21,250,001
SO04542;DN03687;INV02725;2012-11-09;2012-11-08;Sejati Binjai 1;500;Sak;Binlangkar;S Terms CBD;20,500,000
SO04536;DN03704;INV02745-1;2012-11-09;2012-12-09;Adec Kabanjahe 1;500;Sak;Binlangkar;S Terms TOP 30 Day;19,380,600
SO04532;DN03718;INV02747;2012-11-09;2012-11-08;Permata Indah Patumbak 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04529;DN03686;INV02724;2012-11-09;2012-11-08;US Siantar 1;500;Sak;Sibatopasa;S Terms CBD;19,250,000
SO04518;DN03684;INV02722;2012-11-09;2012-11-23;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21,500,000
SO04515;DN03716;INV02740;2012-11-09;2012-11-08;Romorajunt Medan 1;500;Sak;Medan;S Terms CBD;21,500,000
SO04514;DN03715;INV02739;2012-11-09;2012-11-08;Sinar Madani Gemilang Medan 1;500;Sak;Medan;S Terms CBD;20,500,000
SO04511;DN03710;INV02734;2012-11-09;2012-11-08;Saudara Jaya Kisaran 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04509;DN03711;INV02735;2012-11-09;2012-11-08;Kalijati Binjai 1;500;Sak;Binlangkar;S Terms CBD;20,500,000
SO04508;DN03713;INV02737;2012-11-09;2012-11-08;Subur Sunggal 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04497;DN03712;INV02736;2012-11-09;2012-11-08;Usaha Baru Batangkuis 1;500;Sak;Tatemlukam;S Terms CBD;20,000,000
SO04495;DN03683;INV02721;2012-11-09;2012-11-08;Ahuat Tanjung Leidong 1;500;Sak;Rapakoba;S Terms CBD;20,250,000
SO04491;DN03714;INV02738;2012-11-09;2012-11-30;Rizkinta Tanjung Morawa 1;500;Sak;Tatemlukam;S Terms TOP 21 Day;20,250,000
SO04488;DN03706;INV02730;2012-11-09;2012-11-08;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19,750,000
SO04480;DN03688;INV02726;2012-11-09;2012-11-08;Pelita Serbelawan 1;500;Sak;Sibatopasa;S Terms CBD;20,000,000
SO04476;DN03702;INV02727;2012-11-09;2012-11-08;Mino Jaya Tanjung Tiram 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04456;DN03703;INV02728;2012-11-09;2012-11-08;Sinar Jaya T. Balai 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04455;DN03705;INV02729;2012-11-09;2012-11-08;Cahaya Baru Sei Bulu 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04434;DN03708;INV02732;2012-11-09;2012-11-08;Tunas Family T. Balai 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04431;DN03707;INV02731;2012-11-09;2012-11-08;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20,000,000
SO04395;DN03685;INV02723;2012-11-09;2012-11-23;Berdikari Tanjung Balai 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04386;DN03709;INV02733;2012-11-09;2012-11-08;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04535-1;DN03695;INV02720-1;2012-11-08;2012-12-03;Sukses Beton Medan 1;19560;Kg;Medan;S Terms TOP 25 Day;17,408,400
SO04534-1;DN03694;INV02719-1;2012-11-08;2012-12-03;Sukses Beton Medan 1;20020;Kg;Medan;S Terms TOP 25 Day;17,817,800
SO04527;DN03678;INV02714;2012-11-08;2012-11-22;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04513;DN03671;INV02671;2012-11-08;2012-11-07;Fauzar Aek Loba 1;500;Sak;Rapakoba;S Terms CBD;20,250,000
SO04510;DN03674;INV02709;2012-11-08;2012-12-08;Maja Agung Galang 1;500;Sak;Tatemlukam;S Terms TOP 30 Day;20,375,000
SO04506;DN03680;INV02716;2012-11-08;2012-11-07;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19,750,000
SO04505;DN03675;INV02711;2012-11-08;2012-11-07;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19,750,000
SO04502;DN03673;INV02684;2012-11-08;2012-11-07;Linsa Pangururan 1;450;Sak;Sibatopasa;S Terms CBD;17,325,000
SO04498;DN03679;INV02715;2012-11-08;2012-11-07;Jaya Lestari Deli Tua 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04493;DN03668;INV02668;2012-11-08;2012-11-22;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21,500,000
SO04475;DN03667;INV02667;2012-11-08;2012-11-07;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21,000,000
SO04474;DN03670;INV02670;2012-11-08;2012-11-22;Usaha Baru Damuli 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20,750,000
SO04471;DN03682;INV02718;2012-11-08;2012-11-07;NH Pematang Siantar;500;Sak;Sibatopasa;S Terms CBD;20,000,000
SO04469;DN03665;INV02708;2012-11-08;2012-11-22;Mitra  Jaya Utama Batubara 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,375,000
SO04458;DN03672;INV02683;2012-11-08;2012-11-07;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19,750,000
SO04439;DN03666;INV02666;2012-11-08;2012-11-07;Sinar Jaya Perbaungan 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04427;DN03677;INV02713;2012-11-08;2012-11-07;Bangun Sari Batu Bara 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04420;DN03669;INV02669;2012-11-08;2012-11-08;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19,650,002
SO04418;DN03676;INV02712;2012-11-08;2012-11-07;Martimbul Kisaran 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04369;DN03681;INV02717;2012-11-08;2012-11-07;Rezeki Makmur T . Balai 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04492;DN03658;INV02701;2012-11-07;2012-11-06;TAS Siantar 1;500;Sak;Sibatopasa;S Terms CBD;19,250,000
SO04489;DN03659;INV02702;2012-11-07;2012-11-06;Total Mandiri Medan 1;500;Sak;Medan;DO Terms;20,000,000
SO04484;DN03654;INV02650;2012-11-07;2012-11-06;Hanjaya Patumbak 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04483;DN03655;INV02651;2012-11-07;2012-11-21;Karunia Jaya Johor 1;500;Sak;Medan;S Terms TOP 14 Day;20,125,000
SO04482;DN03656;INV02653;2012-11-07;2012-11-06;Susan Pilar Medan 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04478;DN03653;INV02649;2012-11-07;2012-11-21;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04446;DN03657;INV02665;2012-11-07;2012-11-06;Bahagia Jaya By pass 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04445;DN03650;INV02639;2012-11-07;2012-11-06;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19,150,000
SO04436;DN03652;INV02648;2012-11-07;2012-11-06;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20,000,000
SO04430;DN03651;INV02647;2012-11-07;2012-11-06;TAS Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20,000,000
SO04417;DN03662;INV02705;2012-11-07;2012-11-21;Selama Indah T . Balai 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04415-1;DN03661;INV02704;2012-11-07;2012-11-21;Berkat Grand Angrek 1;500;Sak;Medan;S Terms TOP 14 Day;20,500,000
SO04413;DN03664;INV02707;2012-11-07;2012-11-21;Maryam Talawi 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04326;DN03663;INV02706;2012-11-07;2012-11-06;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04323;DN03660;INV02703;2012-11-07;2012-11-21;Anugerah Jaya Tanjung Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04473;DN03638;INV02618;2012-11-06;2012-11-20;Harapan Aulia Tembung 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20,125,000
SO04472;DN03642;INV02625;2012-11-06;2012-11-05;Tri V Jaya Tanjung Morawa 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04464;DN03648;INV02699;2012-11-06;2012-11-05;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21,000,000
SO04463;DN03646;INV02697;2012-11-06;2012-11-20;Tamba Jaya Bagan Batu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;22,000,000
SO04462;DN03643;INV02628;2012-11-06;2012-11-05;Menara Station Medan 1;500;Sak;Medan;S Terms CBD;20,250,000
SO04461;DN03645;INV02696;2012-11-06;2012-11-20;Berkat Baru Helvetia Medan 1;500;Sak;Medan;S Terms TOP 14 Day;20,125,000
SO04454;DN03640;INV02620;2012-11-06;2012-11-05;Saudara Jaya Kisaran 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04452;DN03633;INV02613;2012-11-06;2012-11-20;Putri Jaya Aek Kanopan 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20,750,000
SO04451;DN03647;INV02698;2012-11-06;2012-11-20;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21,500,000
SO04450;DN03641;INV02622;2012-11-06;2012-11-05;Juliandi Property Medan 1;500;Sak;Medan;S Terms CBD;20,500,000
SO04449;DN03635;INV02615;2012-11-06;2012-11-05;Total Mandiri Medan 1;500;Sak;Medan;DO Terms;20,000,000
SO04428;DN03649;INV02700;2012-11-06;2012-11-05;Tiga Saudara Tebing 1;500;Sak;Serkibata;DO Terms;19,750,000
SO04423;DN03637;INV02617;2012-11-06;2012-12-06;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 30 Day;20,250,000
SO04396;DN03636;INV02616;2012-11-06;2012-11-05;Dunia Co Kisaran 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04354;DN03639;INV02619;2012-11-06;2012-11-05;Tetap Jaya Kisaran 1;500;Sak;Serkibata;DO Terms;19,750,000
SO04329-1;DN03644;INV02695;2012-11-06;2012-11-05;Prima Andalas Binjai 1;500;Sak;Binlangkar;S Terms CBD;20,500,000
SO04307-1;DN03743;INV02710;2012-11-06;2012-11-20;Bani Siantar 1;500;Sak;Sibatopasa;S Terms TOP 14 Day;20,125,000
SO04453;DN03632;INV02692;2012-11-05;2012-11-04;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21,000,000
SO04447;DN03626;INV02682;2012-11-05;2012-11-19;Kembar Jaya Namorambe 1;500;Sak;Medan;S Terms TOP 14 Day;20,125,000
SO04443;DN03621;INV02677;2012-11-05;2012-11-19;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04441;DN03628;INV02688;2012-11-05;2012-12-05;Klumpang Jaya Klumpang 1;500;Sak;Medan;S Terms TOP 30 Day;20,250,000
SO04440;DN03616;INV02686;2012-11-05;2012-11-04;Subur Sunggal 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04425;DN03615;INV02685;2012-11-05;2012-11-02;Tiga Saudara Tebing 1;500;Sak;Serkibata;DO Terms;19,750,000
SO04412;DN03617;INV02673;2012-11-05;2012-11-19;Maryam Talawi 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04408;DN03623;INV02679;2012-11-05;2012-11-02;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19,650,002
SO04402;DN03618;INV02674;2012-11-05;2012-11-04;Usaha Makmur Laut dendang1;500;Sak;Medan;S Terms CBD;20,000,000
SO04400;DN03631;INV02691;2012-11-05;2012-11-04;SS Jaya Tanjung Anom 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04394;DN03620;INV02676;2012-11-05;2012-11-04;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19,750,000
SO04393;DN03619;INV02675;2012-11-05;2012-11-04;Sinar Jaya T. Balai 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04390;DN03630;INV02690;2012-11-05;2012-11-19;Mandiri Jaya Marendal 1;500;Sak;Medan;S Terms TOP 14 Day;20,125,000
SO04379-1;DN03627;INV02687;2012-11-05;2012-12-05;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 30 Day;20,250,000
SO04373;DN03614;INV02672;2012-11-05;2012-11-04;Sinar Jaya Perbaungan 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04370;DN03624;INV02680;2012-11-05;2012-11-04;Bangun Sari Batu Bara 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04365;DN03622;INV02678;2012-11-05;2012-11-04;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04362;DN03625;INV02681;2012-11-05;2012-11-04;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20,000,000
SO04347;DN03629;INV02689;2012-11-05;2012-11-19;Mutiara Pantai Batubara 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04448;DN03613;INV02664;2012-11-03;2012-11-02;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21,000,000
SO04442;DN03610;INV02661;2012-11-03;2012-11-02;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21,000,000
SO04437;DN03602;INV02652;2012-11-03;2012-11-17;Sinar Jaya T. Balai 1;500;Sak;Serkibata;S Terms TOP 14 Day;21,750,000
SO04433;DN03597;INV02608;2012-11-03;2012-11-17;Harapan Baru Simalungun 1;500;Sak;Sibatopasa;S Terms TOP 14 Day;21,375,000
SO04426;DN03604;INV02655;2012-11-03;2012-11-02;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19,750,000
SO04424;DN03607;INV02658;2012-11-03;2012-11-02;Tiga Saudara Tebing 1;500;Sak;Serkibata;DO Terms;19,750,000
SO04422;DN03598;INV02609;2012-11-03;2012-11-02;Sinar Jaya Binjai 1;500;Sak;Binlangkar;S Terms CBD;20,250,000
SO04419;DN03606;INV02657;2012-11-03;2012-11-02;Usaha Baru Batangkuis 1;500;Sak;Tatemlukam;S Terms CBD;20,000,000
SO04409;DN03612;INV02663;2012-11-03;2012-11-02;Mitra Perkasa Simalungun 1;500;Sak;Sibatopasa;S Terms CBD;20,750,000
SO04407;DN03595;INV02606;2012-11-03;2012-11-02;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19,650,002
SO04401;DN03601;INV02612;2012-11-03;2012-11-02;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19,750,000
SO04399;DN03611;INV02662;2012-11-03;2012-11-02;Permata Indah Patumbak 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04392;DN03596;INV02607;2012-11-03;2012-11-02;Tunas Family T. Balai 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04381;DN03603;INV02654;2012-11-03;2012-11-17;Karunia Jaya Johor 1;500;Sak;Medan;S Terms TOP 14 Day;20,125,000
SO04380-1;DN03600;INV02611;2012-11-03;2012-11-02;Ikbal Jaya Martubung 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04371;DN03609;INV02660;2012-11-03;2012-11-02;Sinar Makmur TJ Balai 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04368;DN03608;INV02659;2012-11-03;2012-11-02;Sejahterah Perdagangan 1;500;Sak;Serkibata;DO Terms;19,000,000
SO04334;DN03593;INV02604;2012-11-03;2012-11-02;Rezeki Makmur T . Balai 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04270;DN03594;INV02605;2012-11-03;2012-11-17;Maju Jaya Inalum 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04256;DN03605;INV02656;2012-11-03;2012-11-02;Desa Maju Polonia 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04421;DN03591;INV02645;2012-11-02;2012-11-01;Reyeni Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;19,250,000
SO04414;DN03588;INV02642;2012-11-02;2012-11-16;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21,500,000
SO04411;DN03577;INV02572;2012-11-02;2012-11-01;Linsa Pangururan 1;450;Sak;Sibatopasa;S Terms CBD;17,325,000
SO04405;DN03578;INV02573;2012-11-02;2012-11-01;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21,000,000
SO04389;DN03586;INV02640;2012-11-02;2012-11-01;Sinar Jaya Binjai 1;500;Sak;Binlangkar;S Terms CBD;20,250,000
SO04384;DN03587;INV02641;2012-11-02;2012-11-01;Kpum Medan 1;500;Sak;Medan;S Terms CBD;20,250,000
SO04383;DN03592;INV02646;2012-11-02;2012-11-23;Cahaya Sinar Logam Lubuk Pakam 1;500;Sak;Tatemlukam;S Terms TOP 21 Day;20,250,000
SO04378-1;DN03590;INV02644;2012-11-02;2012-12-02;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 30 Day;20,250,000
SO04372;DN03583;INV02603;2012-11-02;2012-11-16;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04367;DN03579;INV02574;2012-11-02;2012-11-01;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19,150,000
SO04361;DN03582;INV02602;2012-11-02;2012-11-01;Sejahterah Perdagangan 1;500;Sak;Serkibata;DO Terms;19,000,000
SO04358;DN03575;INV02570;2012-11-02;2012-11-01;Saudara Jaya Kisaran 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04339;DN03589;INV02643;2012-11-02;2012-11-01;Sinar Family TJ Balai 1;500;Sak;Serkibata;S Terms CBD;20,000,000
SO04290;DN03581;INV02577;2012-11-02;2012-11-16;Abang Adek Pagurawan 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04281;DN03580;INV02575;2012-11-02;2012-11-01;Pala Pintu Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20,000,000
SO04244;DN03576;INV02571;2012-11-02;2012-11-16;Putra Jaya Tebing 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04404;DN03571;INV02627;2012-11-01;2012-10-31;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21,500,000
SO04403;DN03584;INV02632;2012-11-01;2012-11-15;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21,500,000
SO04391;DN03572;INV02629;2012-11-01;2012-10-31;Jaya Block Medan 1;500;Sak;Medan;S Terms CBD;20,250,000
SO04388;DN03557;INV02637;2012-11-01;2012-10-31;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21,250,000
SO04382;DN03574;INV02631;2012-11-01;2012-12-01;Maja Agung Galang 1;500;Sak;Tatemlukam;S Terms TOP 30 Day;20,375,000
SO04377;DN03585;INV02633;2012-11-01;2012-10-31;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21,000,000
SO04376;DN03555;INV02635;2012-11-01;2012-10-31;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21,000,000
SO04375;DN03556;INV02636;2012-11-01;2012-11-15;Sinar Terang Aek Kanopan 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20,750,000
SO04374;DN03558;INV02638;2012-11-01;2012-11-15;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21,500,000
SO04364;DN03554;INV02634;2012-11-01;2012-10-31;Hasian Jaya Rantau Prapat 1;500;Sak;Rapakoba;S Terms CBD;22,000,000
SO04360;DN03569;INV02624;2012-11-01;2012-11-15;Seljatama Binjai 1;500;Sak;Binlangkar;S Terms TOP 14 Day;20,625,000
