SO;DN;INV;Posting Date;Due Date;Customer;Qty;UOM;Territory;Sales Term;Grand Total
SO03965;DN03137;INV02178;2012-10-05;2012-10-04;Subur Baru Medan 1;500;Sak;Medan;S Terms CBD;20000500.00
SO03964;DN03142;INV02183;2012-10-05;2012-10-19;Klumpang Jaya Klumpang 1;500;Sak;Medan;S Terms TOP 14 Day;20250003.48
SO03963;DN03139;INV02180;2012-10-05;2012-10-04;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms CBD;21650005.33
SO03962;DN03135;INV02176;2012-10-05;2012-10-19;Setia Kawan Sergai 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.35
SO03961;DN03141;INV02182;2012-10-05;2012-10-19;Putra Jaya Tebing 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.35
SO03958;DN03140;INV02181;2012-10-05;2012-10-04;Ahuat Tanjung Leidong 1;500;Sak;Rapakoba;S Terms CBD;20250003.48
SO03957;DN03143;INV02184;2012-10-05;2012-10-19;Tek Sue Medan 1 (CV. Cakrawala Mega Konstruksi) - GPB;500;Sak;Medan;S Terms TOP 14 Day;20500000.76
SO03954;DN03145;INV02186;2012-10-05;2012-10-04;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750002.03
SO03952;DN03138;INV02179;2012-10-05;2012-10-19;Mutiara Pantai Batubara 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.35
SO03951;DN03136;INV02177;2012-10-05;2012-10-04;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03950-1;DN03146;INV02187;2012-10-05;2012-10-04;Sinar Jaya Binjai 1;500;Sak;Binlangkar;S Terms CBD;20250003.48
SO03949;DN03130;INV02147;2012-10-05;2012-11-04;Adec Kabanjahe 1;171;Sak;Binlangkar;S Terms TOP 30 Day;6770601.31
SO03948;DN03129;INV02146;2012-10-05;2012-11-04;Adec Kabanjahe 1;172;Sak;Binlangkar;S Terms TOP 30 Day;6790001.77
SO03947;DN03128;INV02145;2012-10-05;2012-11-04;Adec Kabanjahe 1;171;Sak;Binlangkar;S Terms TOP 30 Day;6819100.00
SO03946;DN03127;INV02144;2012-10-05;2012-11-04;Adec Kabanjahe 1;172;Sak;Binlangkar;S Terms TOP 30 Day;6780300.29
SO03944;DN03133;INV02216;2012-10-05;2012-10-04;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000002.75
SO03942-1;DN03126;INV02143;2012-10-05;2012-10-19;Antara Jaya Simpang Kawat 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.35
SO03941;DN03125;INV02142;2012-10-05;2012-10-04;Tetap Jaya Kisaran 1;500;Sak;Serkibata;DO Terms;19750002.03
SO03936;DN03132;INV02149;2012-10-05;2012-10-04;TAS Siantar 1;500;Sak;Sibatopasa;S Terms CBD;19250000.58
SO03930;DN03134;INV02175;2012-10-05;2012-10-04;Duta Property Group Medan 1;500;Sak;Medan;S Terms CBD;20500000.76
SO03913;DN03144;INV02185;2012-10-05;2012-10-04;Kalijati Binjai 1;500;Sak;Binlangkar;S Terms CBD;20500004.20
SO03832;DN03131;INV02148;2012-10-05;2012-10-04;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19100002.16
SO03940;DN03236;INV02233;2012-10-04;2012-10-03;Total Mandiri Medan 1;500;Sak;Medan;DO Terms;20000000.48
SO03939;DN03234;INV02231-1;2012-10-04;2012-10-18;Tek Sue Medan 1 (CV. Cakrawala Mega Konstruksi) - GPB;500;Sak;Medan;S Terms TOP 14 Day;20400001.70
SO03935;DN03235;INV02232;2012-10-04;2012-10-18;Merbau Siantar 1;500;Sak;Sibatopasa;S Terms TOP 14 Day;20125000.35
SO03933;DN03196;INV02227;2012-10-04;2012-10-18;Maja Agung Galang 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20375001.08
SO03932;DN03194;INV02225;2012-10-04;2012-10-18;Yoga Karunia Jaya Batangkuis 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20125000.35
SO03931;DN03195;INV02226;2012-10-04;2012-10-03;Lembah Melintang Denai 1;500;Sak;Medan;S Terms CBD;20000002.75
SO03929;DN03182;INV02224;2012-10-04;2012-10-03;SS Jaya Tanjung Anom 1;500;Sak;Medan;S Terms CBD;20000002.75
SO03927;DN03180;INV02222;2012-10-04;2012-10-03;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.13
SO03926-1;DN03233;INV02230;2012-10-04;2012-10-18;Harapan Baru Simalungun 1;500;Sak;Sibatopasa;S Terms TOP 14 Day;21375059.23
SO03925;DN03197;INV02326;2012-10-04;2012-10-18;Sinar Jaya T. Balai 1;500;Sak;Serkibata;S Terms TOP 14 Day;21750002.30
SO03924;DN03181;INV02223;2012-10-04;2012-10-03;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650005.05
SO03923;DN03200;INV02228;2012-10-04;2012-10-03;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03922;DN03178;INV02220;2012-10-04;2012-11-03;Adec Kabanjahe 1;489;Sak;Binlangkar;S Terms TOP 30 Day;19400005.08
SO03921;DN03179;INV02221;2012-10-04;2012-10-03;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19750002.03
SO03920;DN03124;INV02218;2012-10-04;2012-10-18;Anugerah Jaya Tanjung Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.35
SO03919;DN03123;INV02217;2012-10-04;2012-10-03;Cahaya Baru Sei Bulu 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03909;DN03232;INV02229;2012-10-04;2012-10-03;Anugrah Mandiri Medan 1;500;Sak;Medan;S Terms CBD;20500004.20
SO03803;DN03177;INV02219;2012-10-04;2012-10-03;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19100002.16
SO03918;DN03115;INV02166;2012-10-03;2012-10-02;Asbes Angsa Medan 1;500;Sak;Medan;S Terms CBD;20000002.75
SO03917;DN03117;INV02168;2012-10-03;2012-10-02;Martimbul Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03916;DN03120;INV02171;2012-10-03;2012-10-02;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650005.05
SO03915;DN03116;INV02167;2012-10-03;2012-10-02;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650005.05
SO03914;DN03118;INV02169;2012-10-03;2012-10-02;Surya Agung Tembung 1;500;Sak;Tatemlukam;S Terms CBD;20000002.75
SO03912;DN03114;INV02165;2012-10-03;2012-10-02;Bima Maju Binjai 1;500;Sak;Binlangkar;S Terms CBD;20250003.48
SO03911;DN03113;INV02164;2012-10-03;2012-10-02;Hanjaya Patumbak 1;500;Sak;Medan;S Terms CBD;20000002.75
SO03908;DN03111;INV02162;2012-10-03;2012-10-02;Karunia Jaya Johor 1;500;Sak;Medan;S Terms CBD;20000002.75
SO03907;DN03122;INV02173;2012-10-03;2012-10-17;Usaha Baru Damuli 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750004.93
SO03906;DN03109;INV02160;2012-10-03;2012-10-02;TAS Siantar 1;500;Sak;Sibatopasa;S Terms CBD;21000000.13
SO03905;DN03119;INV02170;2012-10-03;2012-10-02;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19750002.03
SO03904;DN03108;INV02159;2012-10-03;2012-10-17;Jasa Laut Tanjung Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.35
SO03903;DN03110;INV02161;2012-10-03;2012-10-02;Sinar Jaya T. Balai 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03902;DN03107;INV02158;2012-10-03;2012-10-02;Saudara Jaya Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03901;DN03083;INV02174;2012-10-03;2012-10-17;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.35
SO03900;DN03106;INV02157;2012-10-03;2012-10-02;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03899;DN03103;INV02198;2012-10-03;2012-10-02;Sinar Family TJ Balai 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03898;DN03104;INV02199;2012-10-03;2012-10-02;Sabar Mulia Sei Bulu 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03897;DN03105;INV02156;2012-10-03;2012-10-02;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.13
SO03896;DN03112;INV02163;2012-10-03;2012-10-02;Mitra Perkasa Simalungun 1;500;Sak;Sibatopasa;S Terms CBD;20750004.93
SO03874;DN03121;INV02172;2012-10-03;2012-10-17;Berkat Grand Angrek 1;500;Sak;Medan;S Terms TOP 14 Day;20500004.20
SO03895;DN03101;INV02140;2012-10-02;2012-10-01;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19750002.03
SO03894;DN03102;INV02141;2012-10-02;2012-10-01;Siaga Baru Rantau 1;500;Sak;Rapakoba;S Terms CBD;19250000.58
SO03893;DN03085;INV02124;2012-10-02;2012-10-16;Rizkinta Tanjung Morawa 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20125000.35
SO03892;DN03095;INV02134;2012-10-02;2012-10-01;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750002.03
SO03891;DN03082;INV02122;2012-10-02;2012-10-16;Karunia Jaya Bahagia 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.35
SO03890;DN03096;INV02135;2012-10-02;2012-10-16;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.35
SO03889;DN03094;INV02133;2012-10-02;2012-10-01;Nanda Nindi Medan 1;500;Sak;Default;S Terms CBD;20000002.75
SO03888;DN03092;INV02131;2012-10-02;2012-10-01;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19750002.03
SO03887;DN03091;INV02130;2012-10-02;2012-10-01;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19750002.03
SO03886;DN03090;INV02129;2012-10-02;2012-10-01;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19750002.03
SO03885;DN03100;INV02139;2012-10-02;2012-10-01;Dunia Co Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03884;DN03087;INV02126;2012-10-02;2012-10-01;Dunia Co Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03882;DN03089;INV02128;2012-10-02;2012-10-16;Maryam Talawi 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.35
SO03881;DN03084;INV02123;2012-10-02;2012-10-01;Pala Pintu Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000002.75
SO03880;DN03097;INV02136;2012-10-02;2012-10-01;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.13
SO03879;DN03099;INV02138;2012-10-02;2012-10-16;Tio Jaya Mandiri Damuli 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750004.93
SO03878;DN03088;INV02127;2012-10-02;2012-10-16;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.35
SO03877;DN03093;INV02132;2012-10-02;2012-10-01;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03876;DN03086;INV02125;2012-10-02;2012-10-01;Tetap Jaya Kisaran 1;500;Sak;Serkibata;DO Terms;19750002.03
SO03875;DN03081;INV02121;2012-10-02;2012-10-01;Linsa Pangururan 1;450;Sak;Sibatopasa;S Terms CBD;17325000.52
SO03857;DN03098;INV02137;2012-10-02;2012-10-01;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21250003.95
SO03856;DN03079;INV02119;2012-10-02;2012-10-01;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.13
SO03801;DN03080;INV02120;2012-10-02;2012-10-01;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03883;DN03078;INV02117;2012-10-01;2012-09-30;Rezeki Makmur T . Balai 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03873;DN03071;INV02110;2012-10-01;2012-09-30;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750002.03
SO03872;DN03073;INV02112;2012-10-01;2012-10-15;Mandiri Jaya Marendal 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.35
SO03871;DN03072;INV02111;2012-10-01;2012-10-15;Setia Jaya Tembung 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20125000.35
SO03870;DN03058;INV02150;2012-10-01;2012-10-15;Maja Agung Galang 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20375001.08
SO03869;DN03076;INV02115;2012-10-01;2012-09-30;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000002.75
SO03868;DN03070;INV02109;2012-10-01;2012-09-30;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000002.75
SO03867;DN03066;INV02105;2012-10-01;2012-09-30;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000002.75
SO03866;DN03062;INV02118;2012-10-01;2012-09-30;Johan Tanjung Balai 1;500;Sak;Serkibata;S Terms CBD;20250003.48
SO03865;DN03060;INV02152;2012-10-01;2012-09-30;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19750002.03
SO03864;DN03065;INV02104;2012-10-01;2012-10-26;Sukses Beton Medan 1;19880;Kg;Medan;S Terms TOP 25 Day;17693282.50
SO03863;DN03074;INV02113;2012-10-01;2012-10-15;Sabar Jaya Marendal 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.35
SO03862;DN03068;INV02107;2012-10-01;2012-09-30;Bahagia Jaya By pass 1;500;Sak;Medan;S Terms CBD;20000002.75
SO03861;DN03061;INV02153;2012-10-01;2012-09-30;Susan Pilar Medan 1;500;Sak;Medan;S Terms CBD;20000002.75
SO03860;DN03056;INV02097;2012-10-01;2012-09-30;Subur Sunggal 1;500;Sak;Medan;S Terms CBD;20000002.75
SO03859;DN03069;INV02108;2012-10-01;2012-10-15;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.35
SO03858;DN03077;INV02116;2012-10-01;2012-09-30;Jaya Lestari Deli Tua 1;500;Sak;Medan;S Terms CBD;20000002.75
SO03855;DN03067;INV02106;2012-10-01;2012-09-30;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.13
SO03853;DN03057;INV02098;2012-10-01;2012-09-30;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03852;DN03059;INV02151;2012-10-01;2012-10-15;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.35
SO03851;DN03043;INV02064;2012-10-01;2012-09-30;Mino Jaya Tanjung Tiram 1;500;Sak;Serkibata;S Terms CBD;20000002.75
SO03831;DN03075;INV02114;2012-10-01;2012-09-30;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19750003.09
SO03825-1;DN03063;INV02102;2012-10-01;2012-10-26;Sukses Beton Medan 1;19080;Kg;Medan;S Terms TOP 25 Day;16981279.18
SO03780;DN03064;INV02103;2012-10-01;2012-09-30;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19100002.16
