SO;DN;INV;Posting Date;Due Date;Customer;Qty;UOM;Territory;Sales Term;Grand Total
SO04325;DN03539;INV02551;10/31/2012;10/30/2012;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19750000.01
SO04239;DN03540;INV02552;10/31/2012;10/30/2012;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650005.74
SO04327-1;DN03521;INV02523;10/30/2012;10/29/2012;Ahuat Tanjung Leidong 1;500;Sak;Rapakoba;S Terms CBD;20250000.45
SO04320;DN03517;INV02519;10/30/2012;10/29/2012;Anggiat Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.00
SO04145;DN03520;INV02522;10/30/2012;10/29/2012;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650065.00
SO04262;DN03503;INV02549;10/29/2012;10/28/2012;Tiga Saudara Tebing 1;500;Sak;Serkibata;DO Terms;19750000.01
SO04261;DN03492;INV02532;10/27/2012;10/26/2012;Tiga Saudara Tebing 1;500;Sak;Serkibata;DO Terms;19750000.01
SO04255;DN03500;INV02543;10/27/2012;10/26/2012;Ahuat Tanjung Leidong 1;500;Sak;Rapakoba;S Terms CBD;20250000.45
SO04203;DN03489;INV02528;10/27/2012;10/26/2012;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650005.74
SO04308;DN03475;INV02508;10/25/2012;10/24/2012;Linsa Pangururan 1;450;Sak;Sibatopasa;S Terms CBD;17325000.00
SO04249;DN03480;INV02512;10/25/2012;10/24/2012;Bahagia Jaya By pass 1;500;Sak;Medan;S Terms CBD;20000000.00
SO04297;DN03445;INV02492;10/24/2012;10/23/2012;Bahagia Jaya By pass 1;500;Sak;Medan;S Terms CBD;20000000.00
SO04280;DN03447;INV02494;10/24/2012;10/23/2012;Mitra Perkasa Simalungun 1;500;Sak;Sibatopasa;S Terms CBD;20749999.99
SO04258;DN03451;INV02498;10/24/2012;10/23/2012;Surya Agung Tembung 1;500;Sak;Tatemlukam;S Terms CBD;20000000.00
SO04207;DN03440;INV02487;10/24/2012;10/23/2012;Permata Indah Patumbak 1;500;Sak;Medan;S Terms CBD;20000005.00
SO04180;DN03470;INV02503;10/24/2012;10/23/2012;US Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.00
SO04260;DN03463;INV02483;10/23/2012;10/22/2012;Tiga Saudara Tebing 1;500;Sak;Serkibata;DO Terms;19750000.01
SO04231;DN03465;INV02485;10/23/2012;10/22/2012;Miduk Prabot Mandoge 1;500;Sak;Serkibata;S Terms CBD;20500000.00
SO04210;DN03419;INV02462;10/23/2012;10/22/2012;Sinar Jaya Binjai 1;500;Sak;Binlangkar;S Terms CBD;20250000.45
SO04224;DN03408;INV02448;10/22/2012;10/21/2012;Yayasan Darul Ilmi Medan 1;500;Sak;Medan;S Terms CBD;20500000.00
SO04157;DN03388;INV02429;10/17/2012;10/16/2012;Permata Indah Patumbak 1;500;Sak;Medan;S Terms CBD;20000005.00
SO04158;DN03361;INV02410;10/16/2012;10/15/2012;Karunia Jaya Johor 1;500;Sak;Medan;S Terms CBD;20000000.00
SO04122-1;DN03334;INV02382;10/15/2012;10/14/2012;Andre Simalungun 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04121-1;DN03330;INV02379;10/15/2012;10/29/2012;Maju Jaya Inalum 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.00
SO04106;DN03309;INV02345;10/13/2012;10/27/2012;Selama Indah T . Balai 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.35
SO04094;DN03285;INV02334;10/12/2012;10/11/2012;Karunia Jaya Johor 1;500;Sak;Medan;S Terms CBD;20000002.75
SO04052;DN03256;INV02547;10/11/2012;10/10/2012;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms CBD;21650005.33
SO03987;DN03157;INV02196;10/06/2012;10/20/2012;Cahaya Sinar Logam Lubuk Pakam 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20250003.48
SO04387;DN03547;INV02594;2012-10-31;2012-10-30;Kamaruddin (Kepala Dusun) Batubara 1;250;Sak;Serkibata;S Terms CBD;9625000.00
SO04385;DN03551;INV02596;2012-10-31;2012-10-30;Cahaya Baru Sei Bulu 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04366;DN03532;INV02531;2012-10-31;2012-10-30;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19150000.09
SO04357;DN03534;INV02589;2012-10-31;2012-11-14;Raja Pas Bangunan Rantau Prapat 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21250000.00
SO04356;DN03535;INV02590;2012-10-31;2012-11-14;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500000.00
SO04353;DN03553;INV02601;2012-10-31;2012-10-30;Ahuat Tanjung Leidong 1;500;Sak;Rapakoba;S Terms CBD;20250000.04
SO04344;DN03545;INV02597;2012-10-31;2012-11-21;Yoga Karunia Jaya Batangkuis 1;500;Sak;Tatemlukam;S Terms TOP 21 Day;20250000.01
SO04342;DN03536;INV02538;2012-10-31;2012-10-30;Tunas Family T. Balai 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04340;DN03533;INV02537;2012-10-31;2012-10-30;Mino Jaya Tanjung Tiram 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04337;DN03546;INV02593;2012-10-31;2012-11-14;Jaya Baru Tembung 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20125000.00
SO04336;DN03543;INV02591;2012-10-31;2012-11-14;Setia Jaya Tembung 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20125000.00
SO04333;DN03541;INV02553;2012-10-31;2012-10-30;Martimbul Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04332;DN03552;INV02600;2012-10-31;2012-11-30;Klumpang Jaya Klumpang 1;500;Sak;Medan;S Terms TOP 30 Day;20250000.01
SO04322;DN03537;INV02539;2012-10-31;2012-10-30;Pelita Serbelawan 1;500;Sak;Sibatopasa;S Terms CBD;20000000.00
SO04318-1;DN03549;INV02595;2012-10-31;2012-11-30;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 30 Day;20250000.01
SO04317-1;DN03548;INV02598;2012-10-31;2012-11-21;Sehati Sejahtera Martubung 1;500;Sak;Medan;S Terms TOP 21 Day;20250000.01
SO04315;DN03550;INV02599;2012-10-31;2012-11-21;Tarigan Jaya Namorambe 1;500;Sak;Medan;S Terms TOP 21 Day;20250000.01
SO04313;DN03538;INV02548;2012-10-31;2012-10-30;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.00
SO04309-1;DN03544;INV02592;2012-10-31;2012-10-30;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04363;DN03530;INV02586;2012-10-30;2012-11-13;Putri Jaya Aek Kanopan 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20749999.99
SO04355;DN03518;INV02520;2012-10-30;2012-11-29;Adec Kabanjahe 1;498;Sak;Binlangkar;S Terms TOP 30 Day;19409700.21
SO04352;DN03515;INV02579;2012-10-30;2012-10-29;Linsa Pangururan 1;450;Sak;Sibatopasa;S Terms CBD;17325000.00
SO04351;DN03513;INV02565;2012-10-30;2012-11-13;Raja Pas Bangunan Rantau Prapat 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21250000.00
SO04346;DN03514;INV02578;2012-10-30;2012-11-12;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500000.00
SO04345;DN03512;INV02562;2012-10-30;2012-11-13;Tamba Jaya Bagan Batu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;22000000.00
SO04343;DN03511;INV02561;2012-10-30;2012-10-29;TAS Siantar 1;500;Sak;Sibatopasa;S Terms CBD;19250000.00
SO04338;DN03531;INV02587;2012-10-30;2012-10-29;Total Mandiri Medan 1;500;Sak;Medan;DO Terms;20000000.18
SO04321;DN03529;INV02585;2012-10-30;2012-10-29;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750000.01
SO04319;DN03525;INV02581;2012-10-30;2012-11-13;Rudi Pancing 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.00
SO04298;DN03527;INV02583;2012-10-30;2012-11-13;Karya Vika Jaya Namorambe 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.00
SO04296;DN03528;INV02584;2012-10-30;2012-11-13;Sigma Triple Block 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.00
SO04289;DN03542;INV02588;2012-10-30;2012-10-29;Rezeki Makmur T . Balai 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04288;DN03516;INV02513;2012-10-30;2012-11-13;Antara Jaya Simpang Kawat 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.00
SO04286;DN03519;INV02521;2012-10-30;2012-11-13;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.00
SO04283;DN03526;INV02582;2012-10-30;2012-10-29;Tiga Saudara Tebing 1;500;Sak;Serkibata;DO Terms;19750000.01
SO04246;DN03523;INV02525;2012-10-30;2012-10-29;Kalijati Binjai 1;500;Sak;Binlangkar;S Terms CBD;20500000.00
SO04240;DN03522;INV02524;2012-10-30;2012-10-29;Bangun Baru Perbaungan 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04233-1;DN03524;INV02580;2012-10-30;2012-10-29;Asbes Angsa Medan 1;500;Sak;Medan;S Terms CBD;20000000.00
SO04341;DN03510;INV02559;2012-10-29;2012-10-28;Sejahterah Perdagangan 1;500;Sak;Serkibata;DO Terms;19000000.00
SO04335;DN03505;INV02576;2012-10-29;2012-11-12;Darmawan Sejahtera;500;Sak;Tatemlukam;S Terms TOP 14 Day;20125000.00
SO04324;DN03509;INV02558;2012-10-29;2012-11-28;Karya Jaya Laut Dendang 1;500;Sak;Tatemlukam;S Terms TOP 30 Day;20375000.00
SO04300;DN03506;INV02555;2012-10-29;2012-10-28;Subur Sunggal 1;500;Sak;Medan;S Terms CBD;20000000.00
SO04282;DN03507;INV02556;2012-10-29;2012-10-28;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.00
SO04278;DN03508;INV02557;2012-10-29;2012-10-28;Tri V Jaya Tanjung Morawa 1;500;Sak;Medan;S Terms CBD;20000000.00
SO04276;DN03504;INV02550;2012-10-29;2012-10-28;Hanjaya Patumbak 1;500;Sak;Medan;S Terms CBD;20000000.00
SO04331;DN03502;INV02545;2012-10-28;2012-10-27;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21250000.00
SO04328;DN03501;INV02544;2012-10-28;2012-11-11;Usaha Baru Damuli 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20749999.99
SO04312;DN03476;INV02546;2012-10-28;2012-10-27;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.00
SO04311;DN03490;INV02529;2012-10-27;2012-10-26;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.00
SO04287;DN03494;INV02534;2012-10-27;2012-10-26;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04275;DN03498;INV02541;2012-10-27;2012-10-26;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750000.01
SO04274;DN03497;INV02540;2012-10-27;2012-10-26;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750000.01
SO04272;DN03488;INV02527;2012-10-27;2012-10-26;US Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.00
SO04268;DN03487;INV02526;2012-10-27;2012-11-10;Mino Jaya Tanjung Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.00
SO04267;DN03491;INV02530;2012-10-27;2012-10-26;Bangun Sari Batu Bara 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04264;DN03499;INV02542;2012-10-27;2012-11-10;Fariz Dolok Batu Nanggar 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.00
SO04259;DN03496;INV02536;2012-10-27;2012-11-26;Usaha Baru Tanjung Morawa 1;500;Sak;Tatemlukam;S Terms TOP 30 Day;20375000.00
SO04243;DN03493;INV02533;2012-10-27;2012-10-26;Dunia Co Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04223;DN03495;INV02535;2012-10-27;2012-11-10;Sumber Baru Batang Kuis 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20125000.00
SO04314;DN03482;INV02515;2012-10-25;2012-11-08;Sinar Jaya T. Balai 1;500;Sak;Serkibata;S Terms TOP 14 Day;21750000.00
SO04305;DN03486;INV02518;2012-10-25;2012-11-08;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500000.00
SO04304;DN03485;INV02517;2012-10-25;2012-10-24;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.00
SO04303;DN03472;INV02477;2012-10-25;2012-10-24;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.00
SO04302;DN03471;INV02476;2012-10-25;2012-10-24;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.00
SO04301;DN03457;INV02506;2012-10-25;2012-11-24;Adec Kabanjahe 1;503;Sak;Binlangkar;S Terms TOP 30 Day;19390300.10
SO04299;DN03481;INV02514;2012-10-25;2012-10-24;SS Jaya Tanjung Anom 1;500;Sak;Medan;S Terms CBD;20000000.00
SO04295;DN03453;INV02504;2012-10-25;2012-11-08;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500000.00
SO04293;DN03454;INV02505;2012-10-25;2012-10-24;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.00
SO04279-1;DN03599;INV02610-1;2012-10-25;2012-10-24;Tiga Saudara Tebing 1;500;Sak;Serkibata;S Terms CBD;20250000.01
SO04269;DN03478;INV02510;2012-10-25;2012-10-24;Sinar Jaya T. Balai 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04265;DN03456;INV02467;2012-10-25;2012-10-24;Martimbul Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04263;DN03473;INV02478;2012-10-25;2012-10-24;Sinar Jaya Perbaungan 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04248;DN03455;INV02465;2012-10-25;2012-10-24;Usaha Makmur Laut dendang1;500;Sak;Medan;S Terms CBD;20000000.00
SO04247;DN03474;INV02507;2012-10-25;2012-10-24;Sejati Binjai 1;500;Sak;Binlangkar;S Terms CBD;20500000.00
SO04238;DN03460;INV02473;2012-10-25;2012-11-08;Maryam Talawi 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.00
SO04212;DN03477;INV02509;2012-10-25;2012-11-08;Berkat Baru Helvetia Medan 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.00
SO04208;DN03479;INV02511;2012-10-25;2012-11-08;Karunia Jaya Johor 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.00
SO04206-1;DN03484;INV02516;2012-10-25;2012-11-08;Berkat Grand Angrek 1;500;Sak;Medan;S Terms TOP 14 Day;20500012.50
SO04294;DN03443;INV02490;2012-10-24;2012-11-07;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500000.00
SO04292;DN03444;INV02491;2012-10-24;2012-11-07;Tio Jaya Mandiri Damuli 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20749999.99
SO04291;DN03448;INV02495;2012-10-24;2012-10-23;Sejahterah Perdagangan 1;500;Sak;Serkibata;DO Terms;19000000.00
SO04273;DN03468;INV02501;2012-10-24;2012-11-07;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500000.00
SO04271;DN03452;INV02499;2012-10-24;2012-11-07;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.00
SO04257;DN03449;INV02496;2012-10-24;2012-11-23;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 30 Day;20250000.01
SO04254;DN03469;INV02502;2012-10-24;2012-10-23;Cahaya Baru Merbau 1;500;Sak;Rapakoba;S Terms CBD;20749999.99
SO04251;DN03446;INV02493;2012-10-24;2012-10-23;Susan Pilar Medan 1;500;Sak;Medan;S Terms CBD;20000000.00
SO04250;DN03450;INV02497;2012-10-24;2012-10-23;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750000.01
SO04242;DN03428;INV02436;2012-10-24;2012-10-23;Dunia Co Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04241;DN03431;INV02439;2012-10-24;2012-10-23;Rezeki Makmur T . Balai 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04235;DN03442;INV02489;2012-10-24;2012-11-07;Karunia Jaya Bahagia 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.00
SO04230;DN03467;INV02500;2012-10-24;2012-10-23;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19150000.09
SO04221;DN03433;INV02453;2012-10-24;2012-11-07;Rizkinta Tanjung Morawa 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20125000.00
SO04216;DN03430;INV02438;2012-10-24;2012-10-23;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04214;DN03434;INV02454;2012-10-24;2012-11-07;Immanuel Batu Bara 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.00
SO04213;DN03429;INV02437;2012-10-24;2012-11-07;Merbau Siantar 1;500;Sak;Sibatopasa;S Terms TOP 14 Day;20125000.00
SO04209;DN03441;INV02488;2012-10-24;2012-11-07;Mandiri Jaya Marendal 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.00
SO04201;DN03426;INV02434;2012-10-24;2012-10-23;Tetap Jaya Kisaran 1;500;Sak;Serkibata;DO Terms;19750000.01
SO04192;DN03427;INV02435;2012-10-24;2012-11-07;Nawera Simalungun 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.00
SO04189;DN03432;INV02452;2012-10-24;2012-11-07;TAS Siantar 1;500;Sak;Sibatopasa;S Terms TOP 14 Day;20400000.00
SO04253;DN03458;INV02479;2012-10-23;2012-11-06;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500000.00
SO04252;DN03459;INV02480;2012-10-23;2012-10-22;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21250000.00
SO04245;DN03439;INV02475;2012-10-23;2012-10-22;Tunas Family T. Balai 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04237;DN03437;INV02472;2012-10-23;2012-11-06;Sinar Terang Aek Kanopan 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20749999.99
SO04236;DN03425;INV02469;2012-10-23;2012-11-06;Usaha Baru Damuli 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20749999.99
SO04227;DN03462;INV02482;2012-10-23;2012-10-22;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750000.01
SO04226;DN03438;INV02474;2012-10-23;2012-10-22;Fauzar Aek Loba 1;500;Sak;Rapakoba;S Terms CBD;20250000.01
SO04225;DN03435;INV02470;2012-10-23;2012-11-06;Sinar Jaya T. Balai 1;500;Sak;Serkibata;S Terms TOP 14 Day;21750000.00
SO04222;DN03466;INV02486;2012-10-23;2012-11-06;Usaha Baru Batangkuis 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20125000.00
SO04220;DN03421;INV02464;2012-10-23;2012-11-22;Maja Agung Galang 1;500;Sak;Tatemlukam;S Terms TOP 30 Day;20375000.00
SO04218;DN03436;INV02471;2012-10-23;2012-11-06;Putri Jaya Aek Kanopan 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20749999.99
SO04217;DN03424;INV02468;2012-10-23;2012-11-06;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500000.00
SO04215;DN03464;INV02484;2012-10-23;2012-10-22;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.00
SO04205;DN03423;INV02466;2012-10-23;2012-10-22;Nirma Samosir 1;300;Sak;Sibatopasa;S Terms CBD;11550000.00
SO04200;DN03461;INV02481;2012-10-23;2012-10-22;Nanda Nindi Medan 1;500;Sak;Medan;S Terms CBD;20000000.00
SO04232-1;DN03420;INV02461;2012-10-22;2012-11-05;Tamba Jaya Bagan Batu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;22000000.00
SO04229;DN03418;INV02460;2012-10-22;2012-10-21;Linsa Pangururan 1;450;Sak;Sibatopasa;S Terms CBD;17325000.00
SO04228;DN03410;INV02450;2012-10-22;2012-10-21;Saudara Jaya Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04219;DN03412;INV02455;2012-10-22;2012-10-21;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000000.00
SO04211;DN03415;INV02457;2012-10-22;2012-10-21;Bima Maju Binjai 1;500;Sak;Binlangkar;S Terms CBD;20250000.45
SO04204;DN03416;INV02458;2012-10-22;2012-10-21;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19150000.09
SO04199;DN03414;INV02456;2012-10-22;2012-10-21;Ikbal Jaya Martubung 1;500;Sak;Medan;S Terms CBD;20000000.00
SO04198;DN03422;INV02463;2012-10-22;2012-10-21;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650005.74
SO04197;DN03411;INV02451;2012-10-22;2012-11-05;Karunia Jaya Johor 1;500;Sak;Medan;S Terms TOP 14 Day;20125000.00
SO04195;DN03409;INV02449;2012-10-22;2012-11-05;Klumpang Jaya Klumpang 1;500;Sak;Medan;S Terms TOP 14 Day;20250000.01
SO04191;DN03406;INV02446;2012-10-22;2012-10-21;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04190;DN03405;INV02383-2;2012-10-22;2012-11-05;Fariz Dolok Batu Nanggar 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.00
SO04179;DN03417;INV02459;2012-10-22;2012-10-21;Asbes Angsa Medan 1;500;Sak;Medan;S Terms CBD;20000000.00
SO04155-1;DN03407;INV02447;2012-10-22;2012-11-05;Berkat Grand Angrek 1;500;Sak;Medan;S Terms TOP 14 Day;20500012.50
SO04202;DN03404;INV02444-1;2012-10-19;2012-10-19;Adec Kabanjahe 1;500;Sak;Binlangkar;S Terms TOP 30 Day;19788000.00
SO04196;DN03402;INV02442;2012-10-18;2012-10-17;Mitra Perkasa Simalungun 1;500;Sak;Sibatopasa;S Terms CBD;20749999.99
SO04194;DN03398;INV02361;2012-10-18;2012-11-01;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500000.00
SO04193;DN03397;INV02360;2012-10-18;2012-11-01;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500000.00
SO04188;DN03399;INV02370-2;2012-10-18;2012-11-01;Tek Sue Medan 1 (CV. Cakrawala Mega Konstruksi) - GPB;500;Sak;Medan;S Terms TOP 14 Day;20399998.50
SO04187;DN03400;INV02440;2012-10-18;2012-10-17;Nirma Samosir 1;300;Sak;Sibatopasa;S Terms CBD;11550000.00
SO04186;DN03401;INV02441;2012-10-18;2012-10-17;Dunia Co Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04185;DN03403;INV02443;2012-10-18;2012-10-17;Tunas Family T. Balai 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04183;DN03396;INV02359;2012-10-18;2012-10-17;SS Jaya Tanjung Anom 1;500;Sak;Medan;S Terms CBD;20000000.00
SO04178;DN03395;INV02358-1;2012-10-18;2012-10-17;Duta Property Group Medan 1;500;Sak;Medan;S Terms CBD;20500000.00
SO04177;DN03393;INV02356;2012-10-18;2012-11-01;Bintang Karya Mandiri Baganbatu 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21500000.00
SO04176;DN03394;INV02357;2012-10-18;2012-10-17;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650005.75
SO04184;DN03385;INV02427;2012-10-17;2012-10-31;TAS Siantar 1;500;Sak;Sibatopasa;S Terms TOP 14 Day;20400000.00
SO04182;DN03391;INV02432;2012-10-17;2012-10-16;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750000.01
SO04181;DN03389;INV02430;2012-10-17;2012-10-16;Sinar Jaya T. Balai 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04175;DN03392;INV02433;2012-10-17;2012-10-16;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650005.74
SO04174;DN03381;INV02355;2012-10-17;2012-10-16;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19650005.75
SO04172;DN03377;INV02417;2012-10-17;2012-10-16;Tiga Saudara Tebing 1;500;Sak;Serkibata;DO Terms;19750000.01
SO04171;DN03382;INV02424;2012-10-17;2012-10-16;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19750000.01
SO04170;DN03390;INV02431;2012-10-17;2012-10-31;Jasa Laut Tanjung Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.00
SO04169;DN03376;INV02416;2012-10-17;2012-10-16;Tiga Saudara Tebing 1;500;Sak;Serkibata;DO Terms;19750000.01
SO04168;DN03370;INV02421;2012-10-17;2012-10-16;Tiga Saudara Tebing 1;500;Sak;Serkibata;DO Terms;19750000.01
SO04167;DN03380;INV02354;2012-10-17;2012-10-16;Cahaya Baru Sei Bulu 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04166;DN03384;INV02426;2012-10-17;2012-10-16;Rezeki Makmur T . Balai 1;500;Sak;Serkibata;S Terms CBD;20000000.00
SO04165;DN03374;INV02351;2012-10-17;2012-10-16;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21250000.00
SO04164;DN03379;INV02353;2012-10-17;2012-10-16;Reyeni Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;19250000.00
SO04163;DN03368;INV02420;2012-10-17;2012-10-31;Alwi Rantau Selatan 1;500;Sak;Rapakoba;S Terms TOP 14 Day;19250011.88
SO04161;DN03372;INV02423;2012-10-17;2012-10-31;Mino Jaya Tanjung Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125000.00
SO04160;DN03369;INV02349-1;2012-10-17;2012-10-31;Yoga Karunia Jaya Batangkuis 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20250000.01
